"","taxon","lfc_(Intercept)","lfc_associated.phenotypeD015179","se_(Intercept)","se_associated.phenotypeD015179","W_(Intercept)","W_associated.phenotypeD015179","p_(Intercept)","p_associated.phenotypeD015179","q_(Intercept)","q_associated.phenotypeD015179","diff_(Intercept)","diff_associated.phenotypeD015179","passed_ss_(Intercept)","passed_ss_associated.phenotypeD015179","Species","Genus"
"533","GCA_905214155.1",-0.214975766223648,0.117710677270615,NA,0.0229566250254493,NA,5.12752537187514,1,1.62510645828555e-05,1,2.29094868772199e-05,FALSE,TRUE,FALSE,FALSE,"s__CAG-170 sp905214155","g__CAG-170"
"534","GCA_905214955.1",-0.11612232196426,0.0135703041131237,NA,0.0266599852330578,NA,0.509013939598768,1,0.612981472897403,1,0.631010339747327,FALSE,FALSE,FALSE,FALSE,"s__Limivivens sp905214955","g__Limivivens"
"535","GCA_905215045.1",-0.0230861646214463,-0.0612583932147119,NA,0.0398627797923684,NA,-1.53673159608502,1,0.126286113140281,1,0.138723381858642,FALSE,FALSE,FALSE,FALSE,"s__Anaerostipes sp905215045","g__Anaerostipes"
"536","GCA_905215145.1",-0.368959254972049,0.64671132928585,NA,0.0303268953872787,NA,21.3246796623016,1,2.44531738616614e-32,1,3.39999609172415e-31,FALSE,TRUE,FALSE,FALSE,"s__UMGS872 sp905215145","g__UMGS872"
"537","GCA_905215595.1",0.0942505491737029,-0.0667271077759518,NA,0.0302511225515737,NA,-2.20577294816719,1,0.0286732642694692,1,0.033223017389853,FALSE,TRUE,FALSE,FALSE,"s__Faecalibacterium sp905215595","g__Faecalibacterium"
"538","GCA_905215855.1",0.0161918108585166,-0.0241880849062189,NA,0.0266437532547937,NA,-0.907833242370498,1,0.365560464055659,1,0.386504032308848,FALSE,FALSE,FALSE,TRUE,"s__Ruminococcus_E sp905215855","g__Ruminococcus_E"
"539","GCA_905216215.1",-0.239684302351531,0.219057685355415,NA,0.0238261431411573,NA,9.19400525958459,1,1.03615087885609e-12,1,2.44579800474169e-12,FALSE,TRUE,FALSE,FALSE,"s__Bariatricus sp905216215","g__Bariatricus"
"540","GCA_916988195.3",0.114557360603391,0.116708987967749,NA,0.0418467137158095,NA,2.78896423648333,1,0.00566251682547614,1,0.00689143234755189,FALSE,TRUE,FALSE,FALSE,"s__CAG-170 sp900549635","g__CAG-170"
"541","GCA_927911595.1",0.147404448129267,-0.141792097598198,NA,0.0233399827098139,NA,-6.07507294932907,1,0.000119569082110856,1,0.00015968765571384,FALSE,TRUE,FALSE,TRUE,"s__Haemophilus_D sp927911595","g__Haemophilus_D"
"542","GCA_934120045.1",-0.0916733871742037,0.459186011163728,NA,0.0227285121354055,NA,20.2030827371417,1,3.76291737356616e-08,1,6.09148506247154e-08,FALSE,TRUE,FALSE,TRUE,"s__CAG-269 sp934120045","g__CAG-269"
"543","GCA_934131055.1",0.158666764243112,-0.306401883556884,NA,0.0248122485801039,NA,-12.348815649162,1,3.87676821379169e-12,1,8.51714228787567e-12,FALSE,TRUE,FALSE,TRUE,"s__CAG-245 sp934131055","g__CAG-245"
"544","GCA_934162325.1",0.000173896649765733,0.6311072177439,NA,0.0318537246323666,NA,19.8126663373812,1,2.74699970737603e-22,1,1.4372189190653e-21,FALSE,TRUE,FALSE,TRUE,"s__CAG-302 sp934162325","g__CAG-302"
"545","GCA_934191715.1",0.853458865233182,-0.546014221024969,NA,0.0324335448566024,NA,-16.8348610501581,1,2.58735802543007e-26,1,1.91691123781863e-25,FALSE,TRUE,FALSE,TRUE,"s__Prevotella sp934191715","g__Prevotella"
"546","GCA_934202525.1",0.732653230267265,-0.624166984915711,NA,0.0228049390207694,NA,-27.3698160011416,1,3.42320779265142e-09,1,5.91917531438023e-09,FALSE,TRUE,FALSE,TRUE,"s__Prevotella sp934202525","g__Prevotella"
"547","GCA_934277655.1",-0.0688828152757596,0.0527146078453203,NA,0.0227343782564594,NA,2.31871781364167,1,0.0388574305417306,1,0.0444648162343365,FALSE,TRUE,FALSE,FALSE,"s__CAG-238 sp934277655","g__CAG-238"
"548","GCA_934281605.1",-0.0914250576548698,0.421418275063706,NA,0.0226538288953645,NA,18.6025186740039,1,1.71830796503143e-08,1,2.83130289692679e-08,FALSE,TRUE,FALSE,TRUE,"s__Lentihominibacter sp934281605","g__Lentihominibacter"
"549","GCA_934292725.1",0.154886407246336,-0.200433386218279,NA,0.028938562730072,NA,-6.92616935014521,1,9.80158838109785e-11,1,1.90222030723027e-10,FALSE,TRUE,FALSE,FALSE,"s__KLE1615 sp934292725","g__KLE1615"
"550","GCA_934309345.1",-0.0339763243922206,0.107423584080751,NA,0.0331613993876286,NA,3.23941649220109,1,0.0014200518855963,1,0.00178385230678248,FALSE,TRUE,FALSE,TRUE,"s__Mediterraneibacter sp934309345","g__Mediterraneibacter"
"551","GCA_934317215.1",-0.388272217863007,-0.155841099214119,NA,0.0234085294018061,NA,-6.6574493655332,1,5.50616569680381e-06,1,8.01830442217484e-06,FALSE,TRUE,FALSE,FALSE,"s__Roseburia sp934317215","g__Roseburia"
"552","GCA_934320845.1",-0.166340731733692,0.15899887385761,NA,0.0224616213885641,NA,7.07869085259185,1,0.000398536210992617,1,0.000514649178317437,FALSE,TRUE,FALSE,TRUE,"s__Butyribacter sp934320845","g__Butyribacter"
"553","GCA_934322085.1",0.359513450513575,-0.558695285730279,NA,0.0280034210410078,NA,-19.9509654521187,1,2.06255634236759e-34,1,3.67279769737386e-33,FALSE,TRUE,FALSE,FALSE,"s__Eubacterium_F sp934322085","g__Eubacterium_F"
"554","GCA_934359255.1",-0.109537699397392,-0.155798473777435,NA,0.0298781418701061,NA,-5.21446328405432,1,1.83294523834842e-06,1,2.73594031900537e-06,FALSE,TRUE,FALSE,TRUE,"s__Oliverpabstia sp934359255","g__Oliverpabstia"
"555","GCA_934365945.1",-0.198611671893884,-0.0542362314856721,NA,0.022444483905509,NA,-2.41646151072157,1,0.0362804243599554,1,0.0417039985564606,FALSE,TRUE,FALSE,FALSE,"s__Agathobacter sp934365945","g__Agathobacter"
"556","GCA_934371575.1",-0.494990949315696,0.256367313573564,NA,0.0229155503366901,NA,11.1874822907087,1,1.12004220921231e-08,1,1.86980730649753e-08,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A sp934371575","g__Blautia_A"
"557","GCA_934394665.1",-0.204441722880972,-0.153704593542058,NA,0.0236352347384641,NA,-6.50319724948269,1,0.000187471370039798,1,0.000247442705579187,FALSE,TRUE,FALSE,TRUE,"s__Acetatifactor sp934394665","g__Acetatifactor"
"558","GCA_934402515.1",0.629056025855562,-0.970359653701263,NA,0.0250782163319243,NA,-38.6933281401679,1,8.22636635289868e-15,1,2.33233571178552e-14,FALSE,TRUE,FALSE,TRUE,"s__UMGS2037 sp934402515","g__UMGS2037"
"559","GCA_934418055.1",0.00652131342345859,-0.636609155528691,NA,0.0238384789861965,NA,-26.7051079851745,1,4.6197275293985e-14,1,1.22749304773285e-13,FALSE,TRUE,FALSE,FALSE,"s__UBA3402 sp934418055","g__UBA3402"
"560","GCA_934424575.1",0.472259892651661,-0.700261739375295,NA,0.0254075261647184,NA,-27.5611932793244,1,2.90591310269645e-26,1,2.1219437404582e-25,FALSE,TRUE,FALSE,TRUE,"s__Blautia_A sp934424575","g__Blautia_A"
"561","GCA_934435195.1",0.207706165794106,-0.961200547788667,NA,0.0251048967553063,NA,-38.2873730634046,1,2.37828547261255e-10,1,4.47029584204025e-10,FALSE,TRUE,FALSE,TRUE,"s__Schaedlerella sp934435195","g__Schaedlerella"
"562","GCA_934435205.1",-0.00174119512834378,0.132965147845265,NA,0.0344669439484717,NA,3.85775855393646,1,0.000168234449504945,1,0.000222921626954985,FALSE,TRUE,FALSE,FALSE,"s__Ruminococcus_D sp934435205","g__Ruminococcus_D"
"563","GCA_934446365.1",0.045920943158265,0.13015788625397,NA,0.0245616048857732,NA,5.29924192084703,1,8.91775228962552e-05,1,0.00012020608995976,FALSE,TRUE,FALSE,TRUE,"s__QALR01 sp900553085","g__QALR01"
"564","GCA_934476515.1",-0.859534153735108,1.41828457411995,NA,0.0236145549197478,NA,60.0597630969494,1,2.70902325757257e-18,1,1.01839207645784e-17,FALSE,TRUE,FALSE,FALSE,"s__Ruminococcus_E sp934476515","g__Ruminococcus_E"
"565","GCA_934476545.1",-0.0573255327688457,0.00403584848039591,NA,0.0227919737539248,NA,0.177073233058674,1,0.860772520997657,1,0.866750107949029,FALSE,FALSE,FALSE,FALSE,"s__UMGS1071 sp934476545","g__UMGS1071"
"566","GCA_934503275.1",-0.130533435533898,0.104770328439383,NA,0.0243492354736847,NA,4.30281799001916,1,5.02406747257567e-05,1,6.87254512757993e-05,FALSE,TRUE,FALSE,TRUE,"s__Faecalibacterium sp934503275","g__Faecalibacterium"
"567","GCA_934511465.1",-0.631770365810158,0.76067584083521,NA,0.0233607177042154,NA,32.5621776893416,1,4.71514919504093e-16,1,1.46357077460751e-15,FALSE,TRUE,FALSE,TRUE,"s__Faecalibacterium sp934511465","g__Faecalibacterium"
"568","GCA_934524985.1",-0.259937725195397,0.324115992845902,NA,0.0224616117382209,NA,14.4297745247899,1,1.71258483568497e-08,1,2.82646115157763e-08,FALSE,TRUE,FALSE,TRUE,"s__Faecalibacterium sp934524985","g__Faecalibacterium"
"569","GCA_934525405.1",0.264085735816083,-0.125565698626505,NA,0.0224927262377081,NA,-5.5825024187597,1,0.00016455571674376,1,0.000218332094764597,FALSE,TRUE,FALSE,FALSE,"s__Faecalibacterium sp934525405","g__Faecalibacterium"
"570","GCA_934525735.1",1.10536892027091,-0.926604648820941,NA,0.0227977140897033,NA,-40.6446297718702,1,1.48303533974786e-08,1,2.46767355712144e-08,FALSE,TRUE,FALSE,TRUE,"s__Faecalibacterium sp934525735","g__Faecalibacterium"
"571","GCA_934525845.1",-0.628532074858538,1.69544053894426,NA,0.0225292297646639,NA,75.2551488290776,1,1.0832314683524e-12,1,2.5392146429046e-12,FALSE,TRUE,FALSE,TRUE,"s__Faecalibacterium sp934525845","g__Faecalibacterium"
"572","GCA_934526065.1",0.13306261323574,-0.0664204012883386,NA,0.0234601337732051,NA,-2.8312030072139,1,0.00834044338008388,1,0.0100302725483236,FALSE,TRUE,FALSE,TRUE,"s__RGIG3102 sp934526065","g__RGIG3102"
"573","GCA_934561555.1",-0.35965721889914,0.537826329167146,NA,0.023059047162495,NA,23.3238748061502,1,1.65293099342891e-17,1,5.7852584770012e-17,FALSE,TRUE,FALSE,FALSE,"s__Faecalibacterium sp934561555","g__Faecalibacterium"
"574","GCA_934591815.1",0.33281586153001,-0.421165884295097,NA,0.0261057459756364,NA,-16.1330721860297,1,6.88481821402727e-22,1,3.44240910701363e-21,FALSE,TRUE,FALSE,FALSE,"s__Vescimonas sp934591815","g__Vescimonas"
"575","GCA_934591895.1",1.07223387271581,-1.42923476239876,NA,0.0234648400672859,NA,-60.9096315295737,1,1.14947049619307e-34,1,2.16057880302957e-33,FALSE,TRUE,FALSE,FALSE,"s__CAG-103 sp934591895","g__CAG-103"
"576","GCA_934613505.1",0.536010756403604,-0.607954814088518,NA,0.0236610096872545,NA,-25.6943732378423,1,7.46771262342985e-24,1,4.43258965659725e-23,FALSE,TRUE,FALSE,FALSE,"s__CAG-170 sp934613505","g__CAG-170"
"577","GCA_934615635.1",-0.535730803217602,0.425766605175778,NA,0.0238290138433663,NA,17.8675713554258,1,2.22071686977227e-20,1,9.80012009921239e-20,FALSE,TRUE,FALSE,FALSE,"s__CAKTXU01 sp934615635","g__CAKTXU01"
"578","GCA_934615645.1",-0.368578677148904,0.0918717466310066,NA,0.0226834845711629,NA,4.05016020985601,1,0.00137596028092155,1,0.00173060679694594,FALSE,TRUE,FALSE,FALSE,"s__Faecousia sp934615645","g__Faecousia"
"579","GCA_934633985.1",-0.503578092523689,0.62965412089833,NA,0.0230509499638261,NA,27.3157558316012,1,2.73742135512515e-33,1,4.3413791803938e-32,FALSE,TRUE,FALSE,FALSE,"s__SFEL01 sp934633985","g__SFEL01"
"580","GCA_934643185.1",-0.448367625169234,0.517968770911034,NA,0.0248363034321352,NA,20.8553085335897,1,1.65981423722581e-31,1,2.18793694907039e-30,FALSE,TRUE,FALSE,FALSE,"s__UBA1417 sp934643185","g__UBA1417"
"581","GCA_934647945.1",0.155377011699981,-0.248338063892683,NA,0.0342966532132991,NA,-7.24088331150592,1,1.5221107958391e-10,1,2.8985787200313e-10,FALSE,TRUE,FALSE,FALSE,"s__UMGS1623 sp934647945","g__UMGS1623"
"582","GCA_934717555.1",-0.35526609892421,0.290588775429506,NA,0.0236042415850955,NA,12.3108710941594,1,1.19035933203819e-14,1,3.34685518564753e-14,FALSE,TRUE,FALSE,FALSE,"s__CAJFUH01 sp934717555","g__CAJFUH01"
"583","GCA_934725575.1",1.05066750381729,-1.12604596086375,NA,0.0271161339141422,NA,-41.5267886059696,1,2.8394966183676e-33,1,4.4339831809894e-32,FALSE,TRUE,FALSE,TRUE,"s__Cryptobacteroides sp934725575","g__Cryptobacteroides"
"584","GCA_934875375.1",0.0758324436635181,-0.143883178803954,NA,0.0326100906314538,NA,-4.41222873097975,1,1.94355309746951e-05,1,2.72097433645731e-05,FALSE,TRUE,FALSE,TRUE,"s__UBA3818 sp900557155","g__UBA3818"
"585","GCA_944324075.1",-0.114753313783117,0.147703156108907,NA,0.0251504129293763,NA,5.87279248748977,1,7.77959683821795e-07,1,1.18031252478195e-06,FALSE,TRUE,FALSE,FALSE,"s__Mailhella excrementigallinarum","g__Mailhella"
"586","GCA_944383465.1",0.0206426805066586,0.00250307107317003,NA,0.0241008588537077,NA,0.103858169053795,1,0.917574720124604,1,0.922117169234132,FALSE,FALSE,FALSE,FALSE,"s__QAKD01 sp003343965","g__QAKD01"
"587","GCA_944387015.1",-0.160042551016727,-0.0894234248612969,NA,0.0236412261849442,NA,-3.78252059185685,1,0.000455591932231596,1,0.000586091015481711,FALSE,TRUE,FALSE,FALSE,"s__Dysosmobacter sp944387015","g__Dysosmobacter"
"588","GCA_944387035.1",-0.189425641934461,-0.296070161877292,NA,0.0249493598935888,NA,-11.8668440048185,1,2.9403168696739e-13,1,7.24374180271604e-13,FALSE,TRUE,FALSE,TRUE,"s__Dysosmobacter sp944387035","g__Dysosmobacter"
"589","GCA_944393575.1",-0.0911291526033774,-0.0949033343183134,NA,0.0232709054381498,NA,-4.07819689571386,1,0.000359756266556586,1,0.000466947072320889,FALSE,TRUE,FALSE,TRUE,"s__HGM13862 sp944393575","g__HGM13862"
"590","GCF_000010425.1",1.08808293292815,-0.51554116147944,NA,0.0680298824268473,NA,-7.57815746681325,1,5.15196052500362e-13,1,1.242099746527e-12,FALSE,TRUE,FALSE,FALSE,"s__Bifidobacterium adolescentis","g__Bifidobacterium"
"591","GCF_000011065.1",-0.0547613778357751,0.474701582345845,NA,0.065344205751244,NA,7.2646316056387,1,1.71453149767169e-12,1,3.91948078859631e-12,FALSE,TRUE,TRUE,FALSE,"s__Bacteroides thetaiotaomicron","g__Bacteroides"
"592","GCF_000012545.1",0.338460182921288,-0.235748885426726,NA,0.0251075094684153,NA,-9.3895766811636,1,1.38210230460156e-06,1,2.07213270187679e-06,FALSE,TRUE,FALSE,TRUE,"s__Methanosphaera stadtmanae","g__Methanosphaera"
"593","GCF_000012825.1",0.729997836797543,-0.034500557087371,NA,0.0926010142179774,NA,-0.372572129784224,1,0.709573455611738,1,0.72383623863911,FALSE,FALSE,FALSE,TRUE,"s__Phocaeicola vulgatus","g__Phocaeicola"
"594","GCF_000012845.1",0.249108419058329,0.151281201465215,NA,0.0499430331454715,NA,3.02907516699218,1,0.00258987661268167,1,0.00320576190472182,FALSE,TRUE,TRUE,FALSE,"s__Parabacteroides distasonis","g__Parabacteroides"
"595","GCF_000013285.1",1.15452522160754,-1.42201534980142,NA,0.0240163369007371,NA,-59.2103348515975,1,3.55927278399204e-16,1,1.10817848949446e-15,FALSE,TRUE,FALSE,FALSE,"s__Sarcina perfringens","g__Sarcina"
"596","GCF_000016525.1",0.441167310667463,0.0974867536252814,NA,0.0569793882853096,NA,1.71091260469736,1,0.0885739000168511,1,0.0984693412016472,FALSE,FALSE,FALSE,TRUE,"s__Methanobrevibacter_A smithii","g__Methanobrevibacter_A"
"597","GCF_000016825.1",2.95450427210534,-4.07007242296221,NA,0.0242120198859201,NA,-168.101316707123,1,4.4016978177118e-23,1,2.4462053322576e-22,FALSE,TRUE,FALSE,TRUE,"s__Limosilactobacillus reuteri","g__Limosilactobacillus"
"598","GCF_000020225.1",0.16326578492514,0.600598738206435,NA,0.0565459531525253,NA,10.6214274359546,1,2.92448654940455e-22,1,1.51446624879879e-21,FALSE,TRUE,FALSE,FALSE,"s__Akkermansia muciniphila","g__Akkermansia"
"599","GCF_000024265.1",-0.374720516510535,0.214240525950449,NA,0.0316231770330276,NA,6.7747945036229,1,1.30001437458512e-09,1,2.3149378775507e-09,FALSE,TRUE,FALSE,FALSE,"s__Eggerthella lenta","g__Eggerthella"
"600","GCF_000025305.1",0.675592970429404,-0.0378017239547869,NA,0.0248035448164645,NA,-1.52404522154003,1,0.13449504284678,1,0.147421672234861,FALSE,FALSE,FALSE,TRUE,"s__Acidaminococcus fermentans","g__Acidaminococcus"
"601","GCF_000025985.1",-0.121929054579481,0.570455850781699,NA,0.0406570723244408,NA,14.0309131515791,1,2.07921582731617e-33,1,3.34984772178716e-32,FALSE,TRUE,TRUE,TRUE,"s__Bacteroides fragilis","g__Bacteroides"
"602","GCF_000026225.1",-0.366603753113535,0.493226392765481,NA,0.0340246488733097,NA,14.4961493828196,1,5.35577899875773e-27,1,4.34889254699127e-26,FALSE,TRUE,FALSE,FALSE,"s__Escherichia fergusonii","g__Escherichia"
"603","GCF_000146185.1",0.210230851144007,-0.10526953407287,NA,0.0452593012543179,NA,-2.32592044409494,1,0.0208012813505227,1,0.0244366904754405,FALSE,TRUE,FALSE,TRUE,"s__Lachnospira eligens","g__Lachnospira"
"604","GCF_000153925.1",0.191601093107513,0.339005913890093,NA,0.0753407406299281,NA,4.49963606749344,1,8.53813801968142e-06,1,1.22750851132814e-05,FALSE,TRUE,TRUE,TRUE,"s__Mediterraneibacter torques","g__Mediterraneibacter"
"605","GCF_000154465.1",0.683117678983078,0.0256320133550942,NA,0.0651196937850126,NA,0.393613849593892,1,0.694017869013908,1,0.710109009122093,FALSE,FALSE,FALSE,TRUE,"s__Alistipes putredinis","g__Alistipes"
"606","GCF_000154845.1",0.622370856587404,-0.184717270522969,NA,0.0656394740574038,NA,-2.81411868659136,1,0.0053536652562799,1,0.00652337363160156,FALSE,TRUE,FALSE,FALSE,"s__Phocaeicola coprocola","g__Phocaeicola"
"607","GCF_000156175.1",0.0104666427155,0.765693617855933,NA,0.0234053404297134,NA,32.7144832674117,1,8.31100253291242e-10,1,1.51176838188282e-09,FALSE,TRUE,FALSE,TRUE,"s__Collinsella intestinalis","g__Collinsella"
"608","GCF_000156195.1",0.41432098018637,-0.173448444980998,NA,0.041339157509688,NA,-4.19574213481128,1,4.18001819183173e-05,1,5.74116165725196e-05,FALSE,TRUE,FALSE,FALSE,"s__Bacteroides finegoldii","g__Bacteroides"
"609","GCF_000156375.1",0.150173046394765,0.020942715978531,NA,0.03574368265807,NA,0.58591377331968,1,0.561145209674104,1,0.580002431587796,FALSE,FALSE,FALSE,FALSE,"s__Desulfovibrio piger","g__Desulfovibrio"
"610","GCF_000156655.1",0.310044498849622,0.049146956570192,NA,0.0291073999486126,NA,1.68846948394422,1,0.0969840244388603,1,0.107231791727062,FALSE,FALSE,FALSE,TRUE,"s__Holdemanella biformis","g__Holdemanella"
"611","GCF_000157915.1",0.983446108637915,-0.632223336274956,NA,0.0316644692422086,NA,-19.9663329721063,1,5.02928239852615e-33,1,7.506943580153e-32,FALSE,TRUE,FALSE,FALSE,"s__Phocaeicola coprophilus","g__Phocaeicola"
"612","GCF_000157975.1",-0.267282631355881,0.187170078970413,NA,0.0254697671649961,NA,7.34871574435307,1,3.1064821802894e-09,1,5.38068159213949e-09,FALSE,TRUE,FALSE,FALSE,"s__Blautia_A hydrogenotrophica","g__Blautia_A"
"613","GCF_000157995.1",-0.43953511998377,0.371775384699154,NA,0.0263064151127823,NA,14.1324989781108,1,3.85992636679476e-24,1,2.34600315107585e-23,FALSE,TRUE,FALSE,FALSE,"s__Holdemania filiformis","g__Holdemania"
"614","GCF_000158035.1",-0.16930138993832,0.58747472027471,NA,0.0536592671914542,NA,10.9482434446714,1,3.22019488751399e-23,1,1.81583211712594e-22,FALSE,TRUE,FALSE,FALSE,"s__Bacteroides cellulosilyticus","g__Bacteroides"
"615","GCF_000158195.2",0.0754861288001527,0.341941908450419,NA,0.0247930198549369,NA,13.7918620019307,1,7.3756859210455e-07,1,1.12238698798518e-06,FALSE,TRUE,FALSE,TRUE,"s__Fusobacterium_A mortiferum","g__Fusobacterium_A"
"616","GCF_000160055.1",0.930540873059001,-0.429540536768537,NA,0.0452382150467621,NA,-9.49508145545811,1,9.92965435688822e-18,1,3.56134246368959e-17,FALSE,TRUE,TRUE,TRUE,"s__Dialister invisus","g__Dialister"
"617","GCF_000164675.2",-0.418452277781683,0.675913069031598,NA,0.0279897619129091,NA,24.1485822971528,1,7.26233303088875e-29,1,7.29828517460602e-28,FALSE,TRUE,FALSE,TRUE,"s__Streptococcus parasanguinis","g__Streptococcus"
"618","GCF_000169255.2",-0.481627496432677,0.250183051576003,NA,0.0243748330665583,NA,10.2639903581226,1,5.1244598415977e-13,1,1.23841112838611e-12,FALSE,TRUE,FALSE,FALSE,"s__Pseudoflavonifractor capillosus","g__Pseudoflavonifractor"
"619","GCF_000172175.1",-0.605740942202624,1.24563315542735,NA,0.0332845082595857,NA,37.4238112731806,1,5.2073054354366e-61,1,1.05708300339363e-58,FALSE,TRUE,FALSE,TRUE,"s__Bacteroides intestinalis","g__Bacteroides"
"620","GCF_000173975.1",0.602203089606454,-0.508523068265642,NA,0.0783374889310191,NA,-6.49143947814598,1,2.54742004636102e-10,1,4.77935553984554e-10,FALSE,TRUE,FALSE,TRUE,"s__Anaerobutyricum hallii","g__Anaerobutyricum"
"621","GCF_000174195.1",0.727487129968714,-0.221219727448596,NA,0.074707047737746,NA,-2.96116275702893,1,0.00319518329337683,1,0.00393581437230276,FALSE,TRUE,FALSE,FALSE,"s__Roseburia inulinivorans","g__Roseburia"
"622","GCF_000180035.1",1.31892449439804,-1.61672677109596,NA,0.025602746653008,NA,-63.1466144241214,1,1.31316401844169e-21,1,6.47020135300152e-21,FALSE,TRUE,FALSE,TRUE,"s__Streptococcus parasanguinis_C","g__Streptococcus"
"623","GCF_000187505.1",0.411468918304255,-0.569334168782694,NA,0.0231309802786674,NA,-24.6134907350971,1,2.79754555423199e-10,1,5.21968517931152e-10,FALSE,TRUE,FALSE,TRUE,"s__Streptococcus parasanguinis_M","g__Streptococcus"
"624","GCF_000187895.1",0.713043243252004,-0.549289020691088,NA,0.0486866667228613,NA,-11.2821241967087,1,3.13951472101991e-20,1,1.37353769044621e-19,FALSE,TRUE,FALSE,TRUE,"s__Phocaeicola plebeius","g__Phocaeicola"
"625","GCF_000188175.1",0.564402606955344,-0.0788691032809382,NA,0.0374040685304374,NA,-2.10857017377024,1,0.0369005744153392,1,0.0423209977757845,FALSE,TRUE,FALSE,TRUE,"s__Phascolarctobacterium_A succinatutens","g__Phascolarctobacterium_A"
"626","GCF_000188295.1",0.738119892288414,-0.900177627639688,NA,0.037420796094255,NA,-24.0555445526154,1,3.43920882025607e-24,1,2.10288973045778e-23,FALSE,TRUE,FALSE,TRUE,"s__Streptococcus vestibularis","g__Streptococcus"
"627","GCF_000190535.1",0.0454780103617358,0.258880197904813,NA,0.04197193582191,NA,6.16793561781998,1,1.83684254872184e-09,1,3.24807523859349e-09,FALSE,TRUE,FALSE,FALSE,"s__Odoribacter splanchnicus","g__Odoribacter"
"628","GCF_000191405.1",-0.577928497458571,0.542375114444428,NA,0.0233108014183913,NA,23.2671157335893,1,5.9026267101736e-16,1,1.81550488206855e-15,FALSE,TRUE,FALSE,FALSE,"s__Haemophilus_D parainfluenzae","g__Haemophilus_D"
"629","GCF_000195635.1",-0.971194315580149,3.24780357170579,NA,0.0245828714388462,NA,132.116525922743,1,2.04340965865408e-24,1,1.28823652393409e-23,FALSE,TRUE,FALSE,TRUE,"s__Bacteroides fluxus","g__Bacteroides"
"630","GCF_000196555.1",0.431595320793775,0.113444004494285,NA,0.0548981973416727,NA,2.06644316184442,1,0.0395303501688614,1,0.0451839025015702,FALSE,TRUE,TRUE,TRUE,"s__Bifidobacterium longum","g__Bifidobacterium"
"631","GCF_000205025.1",-0.52455790368641,0.581661425958201,NA,0.0326795912783283,NA,17.798919851973,1,7.90392400852008e-35,1,1.54278516704767e-33,FALSE,TRUE,FALSE,FALSE,"s__Parasutterella excrementihominis","g__Parasutterella"
"632","GCF_000205165.1",0.282858751490772,-0.172519712859051,NA,0.0376945800247602,NA,-4.57677768914601,1,1.37261920963368e-05,1,1.94582192427121e-05,FALSE,TRUE,FALSE,FALSE,"s__Paraprevotella xylaniphila","g__Paraprevotella"
"633","GCF_000210055.1",-0.0778695673038064,-0.0553253818537118,NA,0.0270912294340283,NA,-2.04218793349481,1,0.0477639969059689,1,0.0542894253746455,FALSE,FALSE,FALSE,FALSE,"s__Gordonibacter pamelaeae","g__Gordonibacter"
"634","GCF_000210075.1",-0.0694307767618291,0.462677259035616,NA,0.0667738340456595,NA,6.92902041118741,1,1.43690359511313e-11,1,3.00094063588441e-11,FALSE,TRUE,FALSE,FALSE,"s__Bacteroides xylanisolvens","g__Bacteroides"
"635","GCF_000225345.1",0.202650864475323,0.158422264567338,NA,0.0621424516173752,NA,2.5493404338596,1,0.0112391920668624,1,0.0133737162343087,FALSE,TRUE,FALSE,FALSE,"s__Roseburia hominis","g__Roseburia"
"636","GCF_000225705.1",0.359251589137585,-0.207143508556614,NA,0.023168091127309,NA,-8.94089665904528,1,8.88393158200284e-09,1,1.49770787043493e-08,FALSE,TRUE,FALSE,FALSE,"s__Collinsella tanakaei","g__Collinsella"
"637","GCF_000233455.1",-0.743397378535624,0.407287860351534,NA,0.025127294018525,NA,16.2089821550726,1,7.07377042866502e-28,1,6.41060445097768e-27,FALSE,TRUE,FALSE,TRUE,"s__Enterocloster citroniae","g__Enterocloster"
"638","GCF_000233955.1",0.278647833370332,-0.00478173267736778,NA,0.0325279017083211,NA,-0.147004031192844,1,0.883338823544161,1,0.888591581662362,FALSE,FALSE,FALSE,TRUE,"s__Paraprevotella clara","g__Paraprevotella"
"639","GCF_000235885.1",0.611488810736094,-0.598973133887828,NA,0.0298332444228735,NA,-20.0773715857934,1,2.98349718116077e-12,1,6.64089833087321e-12,FALSE,TRUE,FALSE,FALSE,"s__Prevotella stercorea","g__Prevotella"
"640","GCF_000236865.1",0.170980032123856,-0.299958516346247,NA,0.0230465665014683,NA,-13.0153234030387,1,2.32502774386052e-17,1,8.05427699664991e-17,FALSE,TRUE,FALSE,FALSE,"s__Senegalimassilia anaerobia","g__Senegalimassilia"
"641","GCF_000239295.1",-0.605483613601403,0.774451241468592,NA,0.0422926889421836,NA,18.3117049504066,1,2.18845203065215e-48,1,1.48085254074129e-46,FALSE,TRUE,TRUE,TRUE,"s__Flavonifractor plautii","g__Flavonifractor"
"642","GCF_000242435.1",1.65099733334367,-1.47791892886534,NA,0.0298769154500694,NA,-49.4669180737633,1,1.82754620250351e-26,1,1.39470631243689e-25,FALSE,TRUE,FALSE,FALSE,"s__Dialister succinatiphilus","g__Dialister"
"643","GCF_000265365.1",0.205183009552118,0.10910495918471,NA,0.0616459079600903,NA,1.76986539407198,1,0.0777325174070253,1,0.087180668694067,FALSE,FALSE,TRUE,FALSE,"s__Alistipes finegoldii","g__Alistipes"
